"","date","produced_items","cost","cost.prev_month","cost.change_prev_month","cost.prev_year","cost.change_prev_year","orders_count","revenue","complaints_opened","complaints_closed","users_active","users_dropped_out","profit","profit.prev_month","profit.change_prev_month","profit.prev_year","profit.change_prev_year","orders_count.prev_month","orders_count.change_prev_month","orders_count.prev_year","orders_count.change_prev_year","revenue.prev_month","revenue.change_prev_month","revenue.prev_year","revenue.change_prev_year","produced_items.prev_month","produced_items.change_prev_month","produced_items.prev_year","produced_items.change_prev_year","users_active.prev_month","users_active.change_prev_month","users_active.prev_year","users_active.change_prev_year","users_dropped_out.prev_month","users_dropped_out.change_prev_month","users_dropped_out.prev_year","users_dropped_out.change_prev_year","complaints_opened.prev_month","complaints_opened.change_prev_month","complaints_opened.prev_year","complaints_opened.change_prev_year","complaints_closed.prev_month","complaints_closed.change_prev_month","complaints_closed.prev_year","complaints_closed.change_prev_year"
"426",2017-03-01,100,588,546,42,708,-120,162,2592,90,77,618,103,2004,1294,710,828,1176,115,47,96,66,1840,752,1536,1056,93,7,120,-20,477,141,420,198,119,-16,82,21,86,4,88,2,74,3,80,-3
"427",2017-03-02,112,660,552,108,702,-42,150,2400,86,77,582,128,1740,1032,708,1202,538,99,51,119,31,1584,816,1904,496,94,18,119,-7,429,153,489,93,85,43,115,13,88,-2,91,-5,76,1,77,0
"428",2017-03-03,117,690,606,84,654,36,147,2352,97,81,573,122,1662,1778,-116,962,700,149,-2,101,46,2384,-32,1616,736,103,14,111,6,579,-6,435,138,104,18,74,48,83,14,89,8,68,13,79,2
"429",2017-03-04,96,564,642,-78,540,24,143,2288,97,86,561,93,1724,1614,110,1044,680,141,2,99,44,2256,32,1584,704,109,-13,92,4,555,6,429,132,105,-12,101,-8,82,15,90,7,75,11,77,9
"430",2017-03-05,92,540,552,-12,666,-126,133,2128,86,77,531,105,1588,1736,-148,230,1358,143,-10,56,77,2288,-160,896,1232,94,-2,113,-21,561,-30,300,231,110,-5,55,50,92,-6,91,-5,76,1,75,2
"431",2017-03-06,99,582,690,-108,690,-108,89,1424,84,71,399,91,842,1310,-468,1470,-628,125,-36,135,-46,2000,-576,2160,-736,117,-18,117,-18,507,-108,537,-138,108,-17,111,-20,91,-7,87,-3,80,-9,79,-8
"432",2017-03-07,101,594,702,-108,588,6,179,2864,92,76,669,129,2270,1554,716,900,1370,141,38,93,86,2256,608,1488,1376,119,-18,100,1,555,114,411,258,114,15,70,59,87,5,87,5,75,1,76,0
"433",2017-03-08,107,630,582,48,552,78,107,1712,88,81,453,97,1082,826,256,856,226,88,19,88,19,1408,304,1408,304,99,8,94,13,396,57,396,57,86,11,85,12,96,-8,90,-2,81,0,79,2
"434",2017-03-09,102,600,552,48,576,24,177,2832,87,69,663,120,2232,1400,832,1152,1080,122,55,108,69,1952,880,1728,1104,94,8,98,4,498,165,456,207,94,26,98,22,84,3,97,-10,73,-4,79,-10
"435",2017-03-10,94,552,648,-96,624,-72,167,2672,92,83,633,133,2120,1624,496,1664,456,142,25,143,24,2272,400,2288,384,110,-16,106,-12,558,75,561,72,118,15,110,23,93,-1,86,6,80,3,78,5
"436",2017-03-11,114,672,564,108,624,48,162,2592,87,77,618,123,1920,1628,292,816,1104,137,25,90,72,2192,400,1440,1152,96,18,106,8,543,75,402,216,101,22,79,44,94,-7,100,-13,82,-5,87,-10
"437",2017-03-12,95,558,708,-150,618,-60,109,1744,98,84,459,93,1186,1436,-250,1590,-404,134,-25,138,-29,2144,-400,2208,-464,120,-25,105,-10,534,-75,546,-87,92,1,105,-12,88,10,86,12,80,4,76,8
"438",2017-03-13,107,630,708,-78,630,0,100,1600,89,75,432,99,970,460,510,1306,-336,73,27,121,-21,1168,432,1936,-336,120,-13,107,0,351,81,495,-63,84,15,95,4,90,-1,86,3,76,-1,72,3
"439",2017-03-14,94,552,666,-114,648,-96,99,1584,89,80,429,86,1032,1190,-158,1240,-208,116,-17,118,-19,1856,-272,1888,-304,113,-19,110,-16,480,-51,486,-57,106,-20,91,-5,95,-6,95,-6,85,-5,80,0
"440",2017-03-15,110,648,648,0,708,-60,139,2224,92,76,549,108,1576,1064,512,1516,60,107,32,139,0,1712,512,2224,0,110,0,120,-10,453,96,549,0,83,25,114,-6,87,5,95,-3,74,2,87,-11
"441",2017-03-16,103,606,708,-102,654,-48,95,1520,81,73,417,65,914,1372,-458,690,224,130,-35,84,11,2080,-560,1344,176,120,-17,111,-8,522,-105,384,33,104,-39,79,-14,90,-9,92,-11,79,-6,79,-6
"442",2017-03-17,113,666,660,6,600,66,69,1104,93,78,339,79,438,1756,-1318,1800,-1362,151,-82,150,-81,2416,-1312,2400,-1296,112,1,102,11,585,-246,582,-243,109,-30,116,-37,89,4,93,0,78,0,83,-5
"443",2017-03-18,115,678,690,-12,654,24,78,1248,83,74,366,67,570,1758,-1188,914,-344,153,-75,98,-20,2448,-1200,1568,-320,117,-2,111,4,591,-225,426,-60,112,-45,92,-25,89,-6,89,-6,76,-2,72,2
"444",2017-03-19,111,654,594,60,546,108,144,2304,86,76,564,119,1650,1022,628,1022,628,101,43,98,46,1616,688,1568,736,101,10,93,18,435,129,426,138,95,24,89,30,103,-17,83,3,87,-11,75,1
"445",2017-03-20,113,666,594,72,708,-42,106,1696,88,75,450,89,1030,1694,-664,2060,-1030,143,-37,173,-67,2288,-592,2768,-1072,101,12,120,-7,561,-111,651,-201,112,-23,125,-36,99,-11,91,-3,88,-13,81,-6
"446",2017-03-21,98,576,558,18,612,-36,114,1824,91,79,474,86,1248,242,1006,1164,84,50,64,111,3,800,1024,1776,48,95,3,104,-6,282,192,465,9,67,19,75,11,90,1,87,4,79,0,73,6
"447",2017-03-22,102,600,690,-90,528,72,90,1440,87,76,402,94,840,2238,-1398,528,312,183,-93,66,24,2928,-1488,1056,384,117,-15,90,12,681,-279,330,72,117,-23,74,20,93,-6,92,-5,81,-5,79,-3
"448",2017-03-23,96,564,696,-132,600,-36,132,2112,85,73,528,112,1548,872,676,1512,36,98,34,132,0,1568,544,2112,0,118,-22,102,-6,426,102,528,0,85,27,106,6,90,-5,84,1,80,-7,69,4
"449",2017-03-24,103,606,618,-12,624,-18,110,1760,94,76,462,87,1154,1622,-468,896,258,140,-30,95,15,2240,-480,1520,240,105,-2,106,-3,552,-90,417,45,116,-29,83,4,100,-6,83,11,86,-10,77,-1
"450",2017-03-25,106,624,564,60,552,72,115,1840,92,80,477,87,1216,1260,-44,1688,-472,114,1,140,-25,1824,16,2240,-400,96,10,94,12,474,3,552,-75,111,-24,114,-27,93,-1,83,9,84,-4,71,9
"451",2017-03-26,119,702,588,114,528,174,172,2752,89,78,648,135,2050,84,1966,1600,450,42,130,133,39,672,2080,2128,624,100,19,90,29,258,390,531,117,50,85,99,36,85,4,99,-10,74,4,86,-8
"452",2017-03-27,103,606,678,-72,546,60,112,1792,83,75,468,88,1186,1418,-232,1614,-428,131,-19,135,-23,2096,-304,2160,-368,115,-12,93,10,525,-57,537,-69,99,-11,114,-26,96,-13,96,-13,82,-7,82,-7
"453",2017-03-28,105,618,546,72,660,-42,118,1888,93,82,486,105,1270,638,632,1468,-198,74,44,133,-15,1184,704,2128,-240,93,12,112,-7,354,132,531,-45,78,27,107,-2,91,2,85,8,79,3,75,7
"454",2017-03-29,99,582,NA,NA,702,-120,142,2272,98,81,558,114,1690,NA,NA,1506,184,NA,NA,138,4,NA,NA,2208,64,NA,NA,119,-20,NA,NA,546,12,NA,NA,100,14,NA,NA,93,5,NA,NA,81,0
"455",2017-03-30,115,678,NA,NA,558,120,97,1552,85,75,423,84,874,NA,NA,1346,-472,NA,NA,119,-22,NA,NA,1904,-352,NA,NA,95,20,NA,NA,489,-66,NA,NA,109,-25,NA,NA,85,0,NA,NA,74,1
"456",2017-03-31,93,546,NA,NA,576,-30,107,1712,86,73,453,84,1166,NA,NA,1024,142,NA,NA,100,7,NA,NA,1600,112,NA,NA,98,-5,NA,NA,432,21,NA,NA,81,3,NA,NA,82,4,NA,NA,68,5
"457",2017-04-01,116,684,588,96,534,150,98,1568,90,77,426,90,884,2004,-1120,1882,-998,162,-64,151,-53,2592,-1024,2416,-848,100,16,91,25,618,-192,585,-159,103,-13,111,-21,90,0,94,-4,77,0,84,-7
"458",2017-04-02,98,576,660,-84,618,-42,121,1936,104,91,495,92,1360,1740,-380,1574,-214,150,-29,137,-16,2400,-464,2192,-256,112,-14,105,-7,582,-87,543,-48,128,-36,110,-18,86,18,85,19,77,14,72,19
"459",2017-04-03,108,636,690,-54,654,-18,68,1088,101,89,336,78,452,1662,-1210,1394,-942,147,-79,128,-60,2352,-1264,2048,-960,117,-9,111,-3,573,-237,516,-180,122,-44,122,-44,97,4,97,4,81,8,80,9
"460",2017-04-04,96,564,564,0,672,-108,151,2416,98,88,585,104,1852,1724,128,1328,524,143,8,125,26,2288,128,2000,416,96,0,114,-18,561,24,507,78,93,11,87,17,97,1,84,14,86,2,76,12
"461",2017-04-05,117,690,540,150,594,96,184,2944,88,76,684,130,2254,1588,666,958,1296,133,51,97,87,2128,816,1552,1392,92,25,101,16,531,153,423,261,105,25,93,37,86,2,82,6,77,-1,72,4
"462",2017-04-06,115,678,582,96,696,-18,97,1552,97,86,423,92,874,842,32,888,-14,89,8,99,-2,1424,128,1584,-32,99,16,118,-3,399,24,429,-6,91,1,86,6,84,13,89,8,71,15,75,11
"463",2017-04-07,92,540,594,-54,684,-144,162,2592,88,79,618,123,2052,2270,-218,916,1136,179,-17,100,62,2864,-272,1600,992,101,-9,116,-24,669,-51,432,186,129,-6,87,36,92,-4,87,1,76,3,75,4
"464",2017-04-08,110,648,630,18,588,60,134,2144,87,70,534,106,1496,1082,414,1428,68,107,27,126,8,1712,432,2016,128,107,3,100,10,453,81,510,24,97,9,84,22,88,-1,88,-1,81,-11,77,-7
"465",2017-04-09,94,552,600,-48,528,24,138,2208,94,83,546,106,1656,2232,-576,1728,-72,177,-39,141,-3,2832,-624,2256,-48,102,-8,90,4,663,-117,555,-9,120,-14,134,-28,87,7,94,0,69,14,82,1
"466",2017-04-10,117,690,552,138,588,102,99,1584,98,87,429,95,894,2120,-1226,756,138,167,-68,84,15,2672,-1088,1344,240,94,23,100,17,633,-204,384,45,133,-38,58,37,92,6,96,2,83,4,82,5
"467",2017-04-11,93,546,672,-126,588,-42,121,1936,83,74,495,99,1390,1920,-530,1860,-470,162,-41,153,-32,2592,-656,2448,-512,114,-21,100,-7,618,-123,591,-96,123,-24,130,-31,87,-4,89,-6,77,-3,77,-3
"468",2017-04-12,112,660,558,102,588,72,124,1984,94,76,504,115,1324,1186,138,1124,200,109,15,107,17,1744,240,1712,272,95,17,100,12,459,45,453,51,93,22,89,26,98,-4,88,6,84,-8,74,2
"469",2017-04-13,100,588,630,-42,612,-24,119,1904,79,73,489,94,1316,970,346,1148,168,100,19,110,9,1600,304,1760,144,107,-7,104,-4,432,57,462,27,99,-5,96,-2,89,-10,89,-10,75,-2,79,-6
"470",2017-04-14,100,588,552,36,612,-24,148,2368,88,76,576,100,1780,1032,748,1516,264,99,49,133,15,1584,784,2128,240,94,6,104,-4,429,147,531,45,86,14,103,-3,89,-1,96,-8,80,-4,85,-9
"471",2017-04-15,97,570,648,-78,702,-132,75,1200,95,79,357,84,630,1576,-946,738,-108,139,-64,90,-15,2224,-1024,1440,-240,110,-13,119,-22,549,-192,402,-45,108,-24,86,-2,92,3,93,2,76,3,79,0
"472",2017-04-16,91,534,606,-72,540,-6,90,1440,87,77,402,73,906,914,-8,1876,-970,95,-5,151,-61,1520,-80,2416,-976,103,-12,92,-1,417,-15,585,-183,65,8,101,-28,81,6,91,-4,73,4,83,-6
"473",2017-04-17,97,570,666,-96,606,-36,158,2528,89,75,606,119,1958,438,1520,1202,756,69,89,113,45,1104,1424,1808,720,113,-16,103,-6,339,267,471,135,79,40,107,12,93,-4,90,-1,78,-3,76,-1
"474",2017-04-18,112,660,678,-18,642,18,76,1216,83,74,360,80,556,570,-14,942,-386,78,-2,99,-23,1248,-32,1584,-368,115,-3,109,3,366,-6,429,-69,67,13,81,-1,83,0,89,-6,74,0,79,-5
"475",2017-04-19,112,660,654,6,594,66,167,2672,97,80,633,120,2012,1650,362,1598,414,144,23,137,30,2304,368,2192,480,111,1,101,11,564,69,543,90,119,1,102,18,86,11,92,5,76,4,75,5
"476",2017-04-20,92,540,666,-126,588,-48,114,1824,93,85,474,103,1284,1030,254,676,608,106,8,79,35,1696,128,1264,560,113,-21,100,-8,450,24,369,105,89,14,78,25,88,5,92,1,75,10,84,1
"477",2017-04-21,97,570,576,-6,588,-18,196,3136,90,78,720,138,2566,1248,1318,1860,706,114,82,153,43,1824,1312,2448,688,98,-1,100,-3,474,246,591,129,86,52,111,27,91,-1,88,2,79,-1,75,3
"478",2017-04-22,92,540,600,-60,600,-60,89,1424,92,80,399,91,884,840,44,520,364,90,-1,70,19,1440,-16,1120,304,102,-10,102,-10,402,-3,342,57,94,-3,79,12,87,5,85,7,76,4,75,5
"479",2017-04-23,90,528,564,-36,660,-132,153,2448,97,85,591,108,1920,1548,372,940,980,132,21,100,53,2112,336,1600,848,96,-6,112,-22,528,63,432,159,112,-4,82,26,85,12,95,2,73,12,79,6
"480",2017-04-24,91,534,606,-72,570,-36,153,2448,87,75,591,112,1914,1154,760,1174,740,110,43,109,44,1760,688,1744,704,103,-12,97,-6,462,129,459,132,87,25,102,10,94,-7,86,1,76,-1,75,0
"481",2017-04-25,113,666,624,42,594,72,46,736,87,77,270,76,70,1216,-1146,942,-872,115,-69,96,-50,1840,-1104,1536,-800,106,7,101,12,477,-207,420,-150,87,-11,66,10,92,-5,91,-4,80,-3,76,1
"482",2017-04-26,117,690,702,-12,666,24,109,1744,87,72,459,91,1054,2050,-996,630,424,172,-63,81,28,2752,-1008,1296,448,119,-2,113,4,648,-189,375,84,135,-44,83,8,89,-2,94,-7,78,-6,83,-11
"483",2017-04-27,94,552,606,-54,528,24,139,2224,94,79,549,92,1672,1186,486,672,1000,112,27,75,64,1792,432,1200,1024,103,-9,90,4,468,81,357,192,88,4,76,16,83,11,102,-8,75,4,90,-11
"484",2017-04-28,95,558,618,-60,576,-18,99,1584,92,86,429,100,1026,1270,-244,800,226,118,-19,86,13,1888,-304,1376,208,105,-10,98,-3,486,-57,390,39,105,-5,81,19,93,-1,93,-1,82,4,84,2
"485",2017-04-29,103,606,582,24,552,54,109,1744,94,81,459,90,1138,1690,-552,1016,122,142,-33,98,11,2272,-528,1568,176,99,4,94,9,558,-99,426,33,114,-24,77,13,98,-4,94,0,81,0,82,-1
"486",2017-04-30,110,648,678,-30,576,72,87,1392,98,83,393,82,744,874,-130,1920,-1176,97,-10,156,-69,1552,-160,2496,-1104,115,-5,98,12,423,-30,600,-207,84,-2,113,-31,85,13,93,5,75,8,82,1
"487",2017-05-01,100,588,684,-96,648,-60,93,1488,84,76,411,73,900,884,16,1288,-388,98,-5,121,-28,1568,-80,1936,-448,116,-16,110,-10,426,-15,495,-84,90,-17,103,-30,90,-6,81,3,77,-1,69,7
"488",2017-05-02,117,690,576,114,672,18,116,1856,89,77,480,99,1166,1360,-194,960,206,121,-5,102,14,1936,-80,1632,224,98,19,114,3,495,-15,438,42,92,7,88,11,104,-15,92,-3,91,-14,75,2
"489",2017-05-03,117,690,636,54,534,156,152,2432,83,69,588,101,1742,452,1290,1242,500,68,84,111,41,1088,1344,1776,656,108,9,91,26,336,252,465,123,78,23,94,7,101,-18,88,-5,89,-20,82,-13
"490",2017-05-04,115,678,564,114,684,-6,142,2272,93,80,558,127,1594,1852,-258,948,646,151,-9,102,40,2416,-144,1632,640,96,19,116,-1,585,-27,438,120,104,23,95,32,98,-5,95,-2,88,-8,77,3
"491",2017-05-05,110,648,690,-42,678,-30,103,1648,97,86,441,72,1000,2254,-1254,922,78,184,-81,100,3,2944,-1296,1600,48,117,-7,115,-5,684,-243,432,9,130,-58,81,-9,88,9,84,13,76,10,76,10
"492",2017-05-06,93,546,678,-132,624,-78,109,1744,101,86,459,111,1198,874,324,1104,94,97,12,108,1,1552,192,1728,16,115,-22,106,-13,423,36,456,3,92,19,86,25,97,4,92,9,86,0,81,5
"493",2017-05-07,119,702,540,162,594,108,76,1216,82,70,360,74,514,2052,-1538,462,52,162,-86,66,10,2592,-1376,1056,160,92,27,101,18,618,-258,330,30,123,-49,85,-11,88,-6,97,-15,79,-9,83,-13
"494",2017-05-08,90,528,648,-120,546,-18,91,1456,97,85,405,78,928,1496,-568,1022,-94,134,-43,98,-7,2144,-688,1568,-112,110,-20,93,-3,534,-129,426,-21,106,-28,71,7,87,10,87,10,70,15,78,7
"495",2017-05-09,95,558,552,6,636,-78,95,1520,89,77,417,85,962,1656,-694,1812,-850,138,-43,153,-58,2208,-688,2448,-928,94,1,108,-13,546,-129,591,-174,106,-21,119,-34,94,-5,90,-1,83,-6,78,-1
"496",2017-05-10,116,684,690,-6,612,72,135,2160,91,83,537,95,1476,894,582,1372,104,99,36,124,11,1584,576,1984,176,117,-1,104,12,429,108,504,33,95,0,94,1,98,-7,89,2,87,-4,77,6
"497",2017-05-11,113,666,546,120,612,54,107,1712,87,75,453,97,1046,1390,-344,1404,-358,121,-14,126,-19,1936,-224,2016,-304,93,20,104,9,495,-42,510,-57,99,-2,103,-6,83,4,89,-2,74,1,73,2
"498",2017-05-12,117,690,660,30,654,36,87,1392,92,79,393,84,702,1324,-622,1730,-1028,124,-37,149,-62,1984,-592,2384,-992,112,5,111,6,504,-111,579,-186,115,-31,120,-36,94,-2,96,-4,76,3,83,-4
"499",2017-05-13,112,660,588,72,558,102,106,1696,96,80,450,81,1036,1316,-280,1410,-374,119,-13,123,-17,1904,-208,1968,-272,100,12,95,17,489,-39,501,-51,94,-13,99,-18,79,17,84,12,73,7,72,8
"500",2017-05-14,108,636,588,48,552,84,110,1760,90,80,462,104,1124,1780,-656,1336,-212,148,-38,118,-8,2368,-608,1888,-128,100,8,94,14,576,-114,486,-24,100,4,98,6,88,2,90,0,76,4,83,-3
"501",2017-05-15,103,606,570,36,528,78,150,2400,86,74,582,102,1794,630,1164,624,1170,75,75,72,78,1200,1200,1152,1248,97,6,90,13,357,225,348,234,84,18,69,33,95,-9,92,-6,79,-5,76,-2
"502",2017-05-16,100,588,534,54,672,-84,83,1328,93,79,381,87,740,906,-166,1088,-348,90,-7,110,-27,1440,-112,1760,-432,91,9,114,-14,402,-21,462,-81,73,14,95,-8,87,6,93,0,77,2,82,-3
"503",2017-05-17,115,678,570,108,684,-6,97,1552,91,82,423,75,874,1958,-1084,1268,-394,158,-61,122,-25,2528,-976,1952,-400,97,18,116,-1,606,-183,498,-75,119,-44,86,-11,89,2,95,-4,75,7,81,1
"504",2017-05-18,112,660,660,0,570,90,153,2448,86,74,591,115,1788,556,1232,1222,566,76,77,112,41,1216,1232,1792,656,112,0,97,15,360,231,468,123,80,35,117,-2,83,3,93,-7,74,0,80,-6
"505",2017-05-19,95,558,660,-102,684,-126,94,1504,85,71,414,96,946,2012,-1066,1044,-98,167,-73,108,-14,2672,-1168,1728,-224,112,-17,116,-21,633,-219,456,-42,120,-24,90,6,97,-12,92,-7,80,-9,86,-15
"506",2017-05-20,90,528,540,-12,660,-132,136,2176,85,72,540,100,1648,1284,364,1436,212,114,22,131,5,1824,352,2096,80,92,-2,112,-22,474,66,525,15,103,-3,86,14,93,-8,91,-6,85,-13,77,-5
"507",2017-05-21,108,636,570,66,558,78,129,2064,93,82,519,103,1428,2566,-1138,1330,98,196,-67,118,11,3136,-1072,1888,176,97,11,95,13,720,-201,486,33,138,-35,103,0,90,3,92,1,78,4,80,2
"508",2017-05-22,100,588,540,48,696,-108,98,1568,90,81,426,98,980,884,96,2072,-1092,89,9,173,-75,1424,144,2768,-1200,92,8,118,-18,399,27,651,-225,91,7,140,-42,92,-2,92,-2,80,1,76,5
"509",2017-05-23,109,642,528,114,654,-12,119,1904,93,78,489,84,1262,1920,-658,1106,156,153,-34,110,9,2448,-544,1760,144,90,19,111,-2,591,-102,462,27,108,-24,87,-3,97,-4,84,9,85,-7,75,3
"510",2017-05-24,91,534,534,0,540,-6,146,2336,86,79,570,107,1802,1914,-112,804,998,153,-7,84,62,2448,-112,1344,992,91,0,92,-1,591,-21,384,186,112,-5,74,33,87,-1,91,-5,75,4,80,-1
"511",2017-05-25,119,702,666,36,696,6,135,2160,91,73,537,108,1458,70,1388,248,1210,46,89,59,76,736,1424,944,1216,113,6,118,1,270,267,309,228,76,32,76,32,87,4,89,2,77,-4,77,-4
"512",2017-05-26,91,534,690,-156,672,-138,122,1952,96,84,498,104,1418,1054,364,880,538,109,13,97,25,1744,208,1552,400,117,-26,114,-23,459,39,423,75,91,13,75,29,87,9,92,4,72,12,81,3
"513",2017-05-27,99,582,552,30,666,-84,139,2224,93,84,549,114,1642,1672,-30,1654,-12,139,0,145,-6,2224,0,2320,-96,94,5,113,-14,549,0,567,-18,92,22,106,8,94,-1,87,6,79,5,75,9
"514",2017-05-28,92,540,558,-18,564,-24,115,1840,85,74,477,89,1300,1026,274,1324,-24,99,16,118,-3,1584,256,1888,-48,95,-3,96,-4,429,48,486,-9,100,-11,110,-21,92,-7,86,-1,86,-12,74,0
"515",2017-05-29,103,606,606,0,624,-18,94,1504,87,72,414,77,898,1138,-240,1456,-558,109,-15,130,-36,1744,-240,2080,-576,103,0,106,-3,459,-45,522,-108,90,-13,84,-7,94,-7,95,-8,81,-9,82,-10
"516",2017-05-30,113,666,648,18,708,-42,170,2720,91,82,642,134,2054,744,1310,1868,186,87,83,161,9,1392,1328,2576,144,110,3,120,-7,393,249,615,27,82,52,140,-6,98,-7,96,-5,83,-1,81,1
"517",2017-05-31,118,696,NA,NA,630,66,126,2016,88,73,510,107,1320,NA,NA,1034,286,NA,NA,104,22,NA,NA,1664,352,NA,NA,107,11,NA,NA,444,66,NA,NA,91,16,NA,NA,81,7,NA,NA,74,-1
"518",2017-06-01,106,624,588,36,540,84,175,2800,93,80,657,124,2176,900,1276,1940,236,93,82,155,20,1488,1312,2480,320,100,6,92,14,411,246,597,60,73,51,105,19,84,9,95,-2,76,4,79,1
"519",2017-06-02,116,684,690,-6,612,72,98,1568,94,83,426,87,884,1166,-282,636,248,116,-18,78,20,1856,-288,1248,320,117,-1,104,12,480,-54,366,60,99,-12,86,1,89,5,85,9,77,6,77,6
"520",2017-06-03,116,684,690,-6,660,24,147,2352,90,81,573,122,1668,1742,-74,892,776,152,-5,97,50,2432,-80,1552,800,117,-1,112,4,588,-15,423,150,101,21,87,35,83,7,87,3,69,12,72,9
"521",2017-06-04,105,618,678,-60,636,-18,103,1648,93,78,441,94,1030,1594,-564,1988,-958,142,-39,164,-61,2272,-624,2624,-976,115,-10,108,-3,558,-117,624,-183,127,-33,115,-21,93,0,92,1,80,-2,79,-1
"522",2017-06-05,105,618,648,-30,672,-54,122,1952,80,73,498,96,1334,1000,334,880,454,103,19,97,25,1648,304,1552,400,110,-5,114,-9,441,57,423,75,72,24,76,20,97,-17,82,-2,86,-13,71,2
"523",2017-06-06,91,534,546,-12,654,-120,131,2096,90,78,525,100,1562,1198,364,1458,104,109,22,132,-1,1744,352,2112,-16,93,-2,111,-20,459,66,528,-3,111,-11,112,-12,101,-11,89,1,86,-8,77,1
"524",2017-06-07,93,546,702,-156,564,-18,118,1888,92,74,486,86,1342,514,828,1196,146,76,42,110,8,1216,672,1760,128,119,-26,96,-3,360,126,462,24,74,12,84,2,82,10,87,5,70,4,77,-3
"525",2017-06-08,104,612,528,84,612,0,133,2128,93,85,531,110,1516,928,588,1196,320,91,42,113,20,1456,672,1808,320,90,14,104,0,405,126,471,60,78,32,99,11,97,-4,86,7,85,0,75,10
"526",2017-06-09,91,534,558,-24,678,-144,111,1776,92,76,465,103,1242,962,280,1114,128,95,16,112,-1,1520,256,1792,-16,95,-4,115,-24,417,48,468,-3,85,18,107,-4,89,3,82,10,77,-1,69,7
"527",2017-06-10,118,696,684,12,582,114,139,2224,94,86,549,98,1528,1476,52,1066,462,135,4,103,36,2160,64,1648,576,116,2,99,19,537,12,441,108,95,3,92,6,91,3,93,1,83,3,76,10
"528",2017-06-11,102,600,666,-66,684,-84,106,1696,101,85,450,101,1096,1046,50,1652,-556,107,-1,146,-40,1712,-16,2336,-640,113,-11,116,-14,453,-3,570,-120,97,4,92,9,87,14,85,16,75,10,79,6
"529",2017-06-12,99,582,690,-108,564,18,142,2272,94,83,558,100,1690,702,988,2252,-562,87,55,176,-34,1392,880,2816,-544,117,-18,96,3,393,165,660,-102,84,16,138,-38,92,2,94,0,79,4,78,5
"530",2017-06-13,113,666,660,6,696,-30,39,624,91,81,249,64,-42,1036,-1078,1352,-1394,106,-67,128,-89,1696,-1072,2048,-1424,112,1,118,-5,450,-201,516,-267,81,-17,116,-52,96,-5,89,2,80,1,80,1
"531",2017-06-14,107,630,636,-6,702,-72,165,2640,81,72,627,118,2010,1124,886,1538,472,110,55,140,25,1760,880,2240,400,108,-1,119,-12,462,165,552,75,104,14,96,22,90,-9,94,-13,80,-8,80,-8
"532",2017-06-15,95,558,606,-48,678,-120,226,3616,93,79,810,162,3058,1794,1264,842,2216,150,76,95,131,2400,1216,1520,2096,103,-8,115,-20,582,228,417,393,102,60,93,69,86,7,89,4,74,5,78,1
"533",2017-06-16,115,678,588,90,582,96,258,4128,85,75,906,167,3450,740,2710,874,2576,83,175,91,167,1328,2800,1456,2672,100,15,99,16,381,525,405,501,87,80,84,83,93,-8,96,-11,79,-4,81,-6
"534",2017-06-17,115,678,678,0,708,-30,214,3424,91,73,774,149,2746,874,1872,1292,1454,97,117,125,89,1552,1872,2000,1424,115,0,120,-5,423,351,507,267,75,74,92,57,91,0,86,5,82,-9,79,-6
"535",2017-06-18,95,558,660,-102,600,-42,263,4208,101,90,921,202,3650,1788,1862,2088,1562,153,110,168,95,2448,1760,2688,1520,112,-17,102,-7,591,330,636,285,115,87,134,68,86,15,95,6,74,16,79,11
"536",2017-06-19,100,588,558,30,624,-36,251,4016,91,79,885,177,3428,946,2482,1440,1988,94,157,129,122,1504,2512,2064,1952,95,5,106,-6,414,471,519,366,96,81,95,82,85,6,83,8,71,8,75,4
"537",2017-06-20,99,582,528,54,600,-18,301,4816,102,92,1035,192,4234,1648,2586,328,3906,136,165,58,243,2176,2640,928,3888,90,9,102,-3,540,495,306,729,100,92,72,120,85,17,83,19,72,20,66,26
"538",2017-06-21,103,606,636,-30,642,-36,255,4080,98,86,897,192,3474,1428,2046,414,3060,129,126,66,189,2064,2016,1056,3024,108,-5,109,-6,519,378,330,567,103,89,66,126,93,5,91,7,82,4,82,4
"539",2017-06-22,109,642,588,54,660,-18,288,4608,89,80,996,184,3966,980,2986,1468,2498,98,190,133,155,1568,3040,2128,2480,100,9,112,-3,426,570,531,465,98,86,96,88,90,-1,92,-3,81,-1,78,2
"540",2017-06-23,98,576,642,-66,558,18,247,3952,92,74,873,185,3376,1262,2114,1170,2206,119,128,108,139,1904,2048,1728,2224,109,-11,95,3,489,384,456,417,84,101,96,89,93,-1,88,4,78,-4,76,-2
"541",2017-06-24,96,564,534,30,666,-102,231,3696,94,85,825,172,3132,1802,1330,1366,1766,146,85,127,104,2336,1360,2032,1664,91,5,113,-17,570,255,513,312,107,65,89,83,86,8,98,-4,79,6,87,-2
"542",2017-06-25,94,552,702,-150,666,-114,269,4304,94,80,939,171,3752,1458,2294,2214,1538,135,134,180,89,2160,2144,2880,1424,119,-25,113,-19,537,402,672,267,108,63,138,33,91,3,91,3,73,7,79,1
"543",2017-06-26,111,654,534,120,672,-18,172,2752,94,82,648,147,2098,1418,680,1008,1090,122,50,105,67,1952,800,1680,1072,91,20,114,-3,498,150,447,201,104,43,96,51,96,-2,84,10,84,-2,69,13
